episode,timestep,reward
810,131264,10.6667
811,131488,11.0
813,131712,7.5
814,131936,8.0
817,132384,11.3333
818,132608,10.0
821,133056,12.0
824,133504,11.3333
825,133728,12.0
828,134176,12.6667
829,134400,12.0
831,134624,13.5
832,134848,14.0
835,135296,10.6667
836,135520,8.0
839,135968,9.3333
840,136192,8.0
842,136416,11.0
843,136640,13.0
846,137088,11.0
847,137312,9.0
850,137760,11.0
853,138208,11.3333
854,138432,9.0
857,138880,11.6667
858,139104,15.0
860,139328,11.0
861,139552,10.0
864,140000,12.3333
865,140224,14.0
868,140672,11.3333
871,141120,9.6667
872,141344,9.0
875,141792,11.0
876,142016,11.0
878,142240,12.5
879,142464,6.0
882,142912,9.3333
883,143136,13.0
886,143584,9.6667
889,144032,12.0
890,144256,9.0
893,144704,12.3333
894,144928,12.0
897,145376,11.3333
900,145824,12.3333
901,146048,12.0
904,146496,11.0
905,146720,8.0
907,146944,13.5
908,147168,12.0
911,147616,11.6667
912,147840,6.0
915,148288,12.0
918,148736,10.3333
919,148960,11.0
922,149408,10.0
923,149632,14.0
925,149856,11.5
926,150080,12.0
929,150528,11.6667
930,150752,11.0
933,151200,12.0
936,151648,12.0
937,151872,11.0
940,152320,10.6667
941,152544,9.0
943,152768,9.5
944,152992,10.0
947,153440,14.3333
948,153664,12.0
951,154112,12.6667
952,154336,7.0
954,154560,8.0
955,154784,13.0
958,155232,9.6667
959,155456,13.0
962,155904,12.0
965,156352,13.3333
966,156576,13.0
969,157024,11.0
970,157248,11.0
972,157472,10.0
973,157696,14.0
976,158144,10.3333
977,158368,9.0
980,158816,11.0
983,159264,14.0
984,159488,12.0
987,159936,11.6667
988,160160,13.0
990,160384,9.0
991,160608,11.0
994,161056,13.0
995,161280,10.0
998,161728,12.0
1001,162176,12.0
1002,162400,12.0
1005,162848,12.3333
1006,163072,9.0
1009,163520,12.0
1012,163968,12.0
1013,164192,15.0
1016,164640,10.3333
1017,164864,10.0
1019,165088,12.0
1020,165312,15.0
1023,165760,13.0
1024,165984,12.0
1027,166432,10.3333
1030,166880,11.3333
1031,167104,9.0
1034,167552,12.3333
1035,167776,11.0
1037,168000,11.0
1038,168224,11.0
1041,168672,9.6667
1042,168896,12.0
1045,169344,11.6667
1048,169792,15.0
1049,170016,11.0
1052,170464,13.6667
1053,170688,11.0
1055,170912,13.5
1056,171136,11.0
1059,171584,11.3333
1060,171808,14.0
1063,172256,12.0
1064,172480,10.0
1066,172704,13.0
1067,172928,12.0
1070,173376,10.6667
1071,173600,10.0
1074,174048,12.0
1077,174496,10.3333
1078,174720,16.0
1081,175168,10.3333
1082,175392,10.0
1084,175616,10.0
1085,175840,8.0
1088,176288,12.3333
1089,176512,12.0
1092,176960,12.6667
1095,177408,11.0
1096,177632,16.0
1099,178080,12.6667
1100,178304,13.0
1102,178528,12.0
1103,178752,9.0
1106,179200,13.0
1107,179424,14.0
1110,179872,13.0
1113,180320,12.6667
1114,180544,15.0
1117,180992,10.6667
1118,181216,9.0
1121,181664,15.0
1124,182112,11.3333
1125,182336,13.0
1128,182784,12.3333
1129,183008,12.0
1131,183232,13.0
1132,183456,12.0
1135,183904,12.3333
1136,184128,8.0
1139,184576,11.6667
1142,185024,11.6667
1143,185248,13.0
1146,185696,10.6667
1147,185920,13.0
1149,186144,12.5
1150,186368,16.0
1153,186816,10.0
1154,187040,11.0
1157,187488,12.3333
1160,187936,13.6667
1161,188160,11.0
1164,188608,13.6667
1165,188832,15.0
1167,189056,15.0
1168,189280,13.0
1171,189728,14.3333
1172,189952,11.0
1175,190400,15.0
1176,190624,14.0
1178,190848,11.5
1179,191072,12.0
1182,191520,13.0
1183,191744,11.0
1186,192192,12.0
1189,192640,12.0
1190,192864,15.0
1193,193312,10.6667
1194,193536,14.0
1196,193760,11.5
1197,193984,12.0
1200,194432,10.3333
1201,194656,11.0
1204,195104,11.3333
1207,195552,13.3333
1208,195776,12.0
1211,196224,9.6667
1212,196448,11.0
1214,196672,11.5
1215,196896,13.0
1218,197344,12.0
1219,197568,12.0
1222,198016,13.3333
1225,198464,13.0
1226,198688,11.0
1229,199136,11.0
1230,199360,11.0
1233,199808,13.3333
1236,200256,12.0
1237,200480,11.0
1240,200928,10.0
1241,201152,14.0
1243,201376,12.5
1244,201600,13.0
1247,202048,10.3333
1248,202272,6.0
1251,202720,13.0
1254,203168,10.0
1255,203392,10.0
1258,203840,10.6667
1259,204064,10.0
1261,204288,10.5
1262,204512,13.0
1265,204960,13.6667
1266,205184,12.0
1269,205632,11.3333
1272,206080,13.6667
1273,206304,11.0
1276,206752,10.3333
1277,206976,10.0
1279,207200,11.5
1280,207424,13.0
1283,207872,12.0
1284,208096,13.0
1287,208544,12.3333
1288,208768,12.0
1290,208992,12.0
1291,209216,12.0
1294,209664,12.0
1295,209888,13.0
1298,210336,11.6667
1301,210784,13.3333
1302,211008,14.0
1305,211456,13.6667
1306,211680,11.0
1308,211904,15.5
1309,212128,8.0
1312,212576,13.6667
1313,212800,7.0
1316,213248,13.0
1319,213696,12.0
1320,213920,13.0
1323,214368,13.0
1324,214592,11.0
1326,214816,13.5
1327,215040,10.0
1330,215488,12.3333
1331,215712,11.0
1334,216160,13.6667
1337,216608,10.0
1338,216832,8.0
1341,217280,12.3333
1342,217504,11.0
1345,217952,12.6667
1348,218400,12.6667
1349,218624,12.0
1352,219072,13.3333
1353,219296,11.0
1355,219520,11.0
1356,219744,16.0
1359,220192,12.3333
1360,220416,11.0
1363,220864,12.6667
1366,221312,12.0
1367,221536,10.0
1370,221984,13.6667
1371,222208,14.0
1373,222432,12.0
1374,222656,14.0
1377,223104,10.0
1378,223328,11.0
1381,223776,13.6667
