episode,timestep,reward
3,400,25.5755
10,1200,32.806
17,2000,31.4644
21,2400,31.7104
28,3200,33.8669
35,4000,33.3921
42,4800,31.2783
45,5200,33.2253
49,5600,33.6983
52,6000,34.5837
62,7200,32.7631
69,8000,32.3044
79,9200,32.891
86,10000,32.8601
96,11200,32.1568
99,11600,31.7748
103,12000,34.5808
106,12400,31.2741
113,13200,33.1594
120,14000,34.0232
124,14400,32.4653
131,15200,33.1918
142,16400,33.0157
149,17200,33.889
153,17600,32.0855
156,18000,35.5549
160,18400,32.9036
167,19200,35.4539
170,19600,34.1717
174,20000,32.8202
181,20800,32.5016
188,21600,33.5277
192,22000,34.4523
195,22400,35.3452
202,23200,32.6619
213,24400,34.4524
217,24800,34.9045
224,25600,35.4055
228,26000,37.6832
232,26400,35.2746
243,27600,34.9697
247,28000,37.1491
251,28400,38.9914
255,28800,34.6156
270,30400,36.1731
274,30800,35.1902
285,32000,35.8966
289,32400,35.1508
293,32800,36.5611
297,33200,33.9583
304,34000,35.3899
308,34400,36.2859
312,34800,33.5789
319,35600,33.8081
326,36400,33.4685
341,38000,35.3365
345,38400,34.256
360,40000,36.4508
364,40400,36.6003
368,40800,36.5347
379,42000,36.9346
383,42400,34.9772
394,43600,38.2286
398,44000,37.8392
409,45200,38.2537
413,45600,40.6804
424,46800,37.2961
428,47200,37.6833
432,47600,37.399
439,48400,38.0495
443,48800,37.3417
447,49200,38.2083
454,50000,35.77
458,50400,36.1783
465,51200,34.349
472,52000,34.8707
479,52800,26.8773
482,53200,26.9778
492,54400,27.9367
495,54800,27.3895
498,55200,25.2775
505,56000,27.5159
508,56400,31.0343
511,56800,31.236
522,58000,32.5937
529,58800,36.8666
533,59200,37.6994
540,60000,35.5838
