episode,timestep,reward
3,400,9.5538
7,800,14.3876
14,1600,22.1687
21,2400,30.0982
25,2800,35.4035
29,3200,35.4563
33,3600,37.6559
37,4000,37.0782
41,4400,37.8475
45,4800,36.7175
49,5200,36.1978
53,5600,35.591
57,6000,35.5811
61,6400,35.766
65,6800,35.5857
69,7200,35.0538
73,7600,37.5197
86,8800,36.1694
95,9600,35.617
99,10000,33.5102
120,12000,35.1785
124,12400,37.4575
133,13200,35.3515
142,14000,35.7027
151,14800,34.9949
168,16400,36.3513
177,17200,36.0766
186,18000,36.1819
195,18800,36.1787
199,19200,35.2319
208,20000,35.4912
221,21200,35.8473
225,21600,36.8493
238,22800,35.5183
255,24400,36.1796
268,25600,35.9603
289,27600,34.9147
293,28000,35.1121
309,29600,33.9833
316,30400,31.2692
320,30800,27.8005
336,32400,33.2156
345,33200,36.0043
354,34000,34.6107
363,34800,35.9222
372,35600,34.7119
381,36400,35.8543
385,36800,33.285
393,37600,35.1297
397,38000,33.6395
401,38400,35.2952
408,39200,31.6694
421,40400,35.5982
425,40800,35.2263
433,41600,34.0494
437,42000,25.2656
448,43200,33.9883
456,44000,33.7278
460,44400,34.8227
464,44800,33.9389
468,45200,34.7845
472,45600,30.2011
479,46400,32.1391
483,46800,34.5931
487,47200,35.7533
501,48400,34.7569
506,48800,34.3732
520,50000,34.4911
525,50400,34.0035
544,52000,34.1202
563,53600,34.7278
577,54800,34.8813
582,55200,35.0232
587,55600,33.4608
611,57600,34.7572
616,58000,35.2756
621,58400,34.4629
