id,depart,duration,arrival,train,communication,alpha,select_times,data_quality
0,0.00,296.0,296.00,175.7609548729583,24.70012117989624,10,3,0.5734666666666666
1,10.00,127.0,137.00,182.88087142321757,25.113610600617946,5,2,0.38331333333333334
10,100.00,307.0,407.00,179.17472278645286,31.943583161658292,10,4,0.4349666666666667
11,110.00,491.0,601.00,193.63189036563253,24.828785791077678,10,3,0.6396466666666667
12,120.00,386.0,506.00,181.7884457935171,29.8826023713272,10,2,0.5561533333333333
13,130.00,72.0,202.00,128.94020368331843,28.974208681170996,5,3,0.5675399999999999
15,150.00,445.0,595.00,198.41717647561637,22.27614451611194,10,1,0.5189333333333334
16,160.00,189.0,349.00,151.28343187906816,31.65267202819252,10,4,0.45188000000000006
17,170.00,300.0,470.00,175.8174276527075,24.648924984179818,5,4,0.45899333333333336
18,180.00,143.0,323.00,171.23851396777627,27.451739091241734,10,3,0.6259933333333333
2,20.00,38.0,58.00,224.81786398402915,34.89368992052869,3,3,0.62712
20,200.00,162.0,362.00,163.2333806893578,35.60302328404734,10,1,0.3993466666666666
21,210.00,78.0,288.00,184.1299767442213,30.336554160974405,10,4,0.3803066666666667
22,220.00,174.0,394.00,154.98227567885377,31.707936979720685,5,1,0.37962666666666667
23,230.00,102.0,332.00,205.25430967577438,33.88745177915955,10,2,0.3747
24,240.00,181.0,421.00,180.03521681428543,33.03194500370893,10,2,0.5627399999999999
25,250.00,308.0,558.00,178.63516789350737,33.055518549328546,3,4,0.5667533333333332
26,260.00,308.0,568.00,166.73043427275786,29.50773737787284,5,2,0.5786866666666666
27,270.00,409.0,679.00,162.1621037569447,30.909895495279148,5,3,0.44940666666666673
28,280.00,62.0,342.00,167.31355812638074,29.8601440826511,10,2,0.5721733333333332
29,290.00,199.0,489.00,182.29707759089044,30.44865363450654,10,3,0.37174666666666667
3,30.00,217.0,247.00,173.096276833286,27.77883586523563,10,2,0.36904
30,300.00,229.0,529.00,194.85591425775127,29.471516031040828,10,3,0.44477333333333335
31,310.00,125.0,435.00,200.61631895339065,39.36197039262962,10,4,0.39914666666666665
32,320.00,85.0,405.00,197.29498202272543,25.47606920915682,10,4,0.36519999999999997
33,330.00,303.0,633.00,181.0433015852195,24.478083302857748,10,2,0.4565466666666667
34,340.00,156.0,496.00,154.53021229391246,31.493860191809596,10,1,0.5519866666666666
35,350.00,356.0,706.00,196.38933216745806,28.23875847038655,5,2,0.4497333333333334
36,360.00,373.0,733.00,161.11107488163498,35.98629932428986,10,3,0.577
37,370.00,271.0,641.00,172.48344610036418,37.71507297703368,10,1,0.5048333333333334
38,380.00,278.0,658.00,161.54907349042315,26.620500343072656,10,4,0.3776
39,390.00,141.0,531.00,156.39617968748166,26.694478840920752,10,1,0.4390466666666667
4,40.00,294.0,334.00,170.84155159192193,35.5985598109448,10,1,0.4402066666666667
40,400.00,202.0,602.00,189.50521667415924,26.552251111248996,10,4,0.38538666666666666
42,420.00,469.0,889.00,193.79636329069578,31.188347885589035,5,3,0.5155733333333333
43,430.00,138.0,568.00,170.0393509861539,24.600342458182883,3,4,0.44808000000000003
44,440.00,44.0,484.00,162.77548629890595,21.28470884538509,3,1,0.5592133333333332
46,460.00,299.0,759.00,178.89824839088837,28.270091121503068,10,4,0.36474666666666666
47,470.00,64.0,534.00,203.94643961285522,32.06949988321279,3,2,0.6324799999999999
48,480.00,284.0,764.00,207.13855855300002,27.918439260674923,10,4,0.44744000000000006
49,490.00,90.0,580.00,196.88725952803094,23.87282240584916,10,4,0.5650999999999999
5,50.00,223.0,273.00,177.74402158236546,27.786733788031356,5,2,0.39302
50,500.00,315.0,815.00,162.59648057302772,29.05971860103256,10,4,0.6198333333333333
52,520.00,292.0,812.00,127.37983082145587,37.79832407767288,5,4,0.6117266666666666
53,530.00,426.0,956.00,210.48300608209058,25.048656480963917,5,2,0.5763333333333333
54,540.00,368.0,908.00,201.55487611952526,29.331492201657802,10,3,0.6354866666666666
55,550.00,222.0,772.00,169.14277047966564,21.614771738519316,10,2,0.51046
56,560.00,341.0,901.00,148.33499723270123,30.101568220741143,10,4,0.5752666666666666
57,570.00,250.0,820.00,197.5107837769029,32.28618353346493,10,3,0.5787266666666666
58,580.00,399.0,979.00,172.70612911216628,28.598222524077453,10,2,0.5618933333333332
59,590.00,251.0,841.00,177.39497755851588,37.47564372979396,10,3,0.5604466666666665
60,600.00,259.0,859.00,183.27465478519713,25.77050560135939,10,4,0.6284933333333333
61,610.00,318.0,928.00,188.56442286169096,37.241645437296704,10,2,0.5527
62,620.00,223.0,843.00,162.46394183432997,30.99782557242612,10,3,0.6303
63,630.00,274.0,904.00,172.27942457942345,28.193954791274646,10,4,0.39098
64,640.00,263.0,903.00,197.5014803805524,34.654799413867664,10,3,0.5154666666666666
66,660.00,161.0,821.00,141.27440388306985,27.72562825302529,10,3,0.3852466666666667
67,670.00,118.0,788.00,195.62396203419988,24.219087840890438,5,1,0.51584
68,680.00,67.0,747.00,179.15485696678715,41.296544753454256,10,3,0.4462066666666667
7,70.00,96.0,166.00,186.67348654748534,32.21931616372713,5,2,0.3862466666666666
71,710.00,86.0,796.00,191.38995046335825,19.650074874932336,10,4,0.39374
72,720.00,249.0,969.00,155.7184519381176,26.56081194485659,10,1,0.45918000000000003
73,730.00,203.0,933.00,156.85289481618292,18.226113603643316,10,1,0.43556000000000006
79,790.00,166.0,956.00,191.16283121085007,30.998091771807168,5,2,0.49682666666666664
8,80.00,328.0,408.00,163.58044844562076,27.873600059744113,10,1,0.43392000000000003
80,800.00,121.0,921.00,179.1565709741884,26.346611235675876,10,2,0.5692066666666666
83,830.00,71.0,901.00,189.74148292099198,32.96056752147763,10,2,0.60516
9,90.00,468.0,558.00,225.68666708940688,33.571119101898375,3,2,0.5199533333333333
