id,depart,duration,arrival,train,communication,alpha,select_times,data_quality
0,0.00,335.0,335.00,170.86237347548865,31.145489741691335,10,4,0.3803066666666667
1,10.00,215.0,225.00,209.88158146315212,32.89570239353364,10,2,0.3862466666666666
10,100.00,302.0,402.00,166.42445221090438,28.17832844032844,10,3,0.5572466666666666
11,110.00,400.0,510.00,163.63558077342617,36.71977209792466,10,1,0.45642000000000005
12,120.00,286.0,406.00,180.55056634246893,26.29626264669177,5,4,0.45188000000000006
13,130.00,352.0,482.00,192.09144553660167,22.533300208914667,10,4,0.45899333333333336
14,140.00,292.0,432.00,200.2415810665675,24.746210215069716,3,3,0.37356
15,150.00,519.0,669.00,161.11107488163498,29.381545952991747,10,3,0.577
16,160.00,252.0,412.00,187.62327488870747,25.80834517233945,10,3,0.5792933333333332
17,170.00,114.0,284.00,193.0723719088072,17.235050920829607,5,1,0.6093466666666666
18,180.00,485.0,665.00,160.04864922323915,25.85214406681669,10,2,0.6160333333333333
2,20.00,136.0,156.00,174.17212047977134,30.365207110815682,10,3,0.6087
20,200.00,134.0,334.00,198.14691885488045,29.436005395591366,5,4,0.4380333333333334
21,210.00,94.0,304.00,162.36398901333263,26.28917489796779,10,2,0.36904
22,220.00,170.0,390.00,166.26821045613275,27.710387897980485,10,1,0.4402066666666667
23,230.00,254.0,484.00,181.79461453802617,29.205997642126462,10,3,0.5517466666666666
24,240.00,231.0,471.00,192.1277800148357,34.88319518241856,10,1,0.43664000000000003
25,250.00,228.0,478.00,175.01157347318164,39.02201983082119,10,1,0.43948000000000004
26,260.00,198.0,458.00,186.4414822716745,27.989425553999567,5,4,0.3963
27,270.00,213.0,483.00,206.013925430049,36.45688960277829,5,3,0.4956
28,280.00,227.0,507.00,179.5304094853088,31.767741751304143,10,4,0.49596666666666667
29,290.00,323.0,613.00,202.31876908246159,26.11326672118941,5,4,0.5626533333333332
3,30.00,87.0,117.00,186.05610439106164,35.613974594145645,10,3,0.5731533333333333
30,300.00,365.0,665.00,190.46926054378562,31.035377870273038,10,3,0.3894066666666667
31,310.00,357.0,667.00,178.68533705341997,39.16318928683502,3,2,0.4497333333333334
32,320.00,333.0,653.00,184.83269613109883,31.961540278279372,10,1,0.37526666666666664
33,330.00,244.0,574.00,170.76830790370582,23.420462947442395,10,4,0.5667533333333332
34,340.00,159.0,499.00,180.63572303458767,23.632553073478114,10,4,0.5612999999999999
